bulan;tahun;jenis;kode_trayek;trayek;jumlah_penumpang
September;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-39;DUREN SAWIT - KALIMALANG;81.094
September;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-40;PULOGEBANG - TAMAN HARAPAN BARU;58.206
September;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-44;ANDARA - LENTENG AGUNG;89.52
September;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-45;LEBAK BULUS - RAGUNAN;119.089
September;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-47;PASAR MINGGU - CIGANJUR;75.798
September;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-50;KALIDERES - PURI KEMBANGAN;101.168
September;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-51;TAMAN KOTA - BUDI LUHUR;209.954
September;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-56;GROGOL - SRENGSENG;48.756
September;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-58;CILINCING - ROROTAN;114.797
September;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-59;RAWASENGON - RAWAMANGUN;127.911
September;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-60;KELAPA GADING - RUSUN KEMAYORAN;76.369
September;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-61;PULOGADUNG - CEMPAKA PUTIH;60.777
September;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-64;LENTENG AGUNG - ASELI;7.784
September;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-72;KAMPUNG RAMBUTAN - PASAR REBO VIA PONCOL;152.794
September;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-75;CILILITAN - KAMPUNG PULO;30.653
September;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-77;TANJUNG PRIOK - JEMBATAN HITAM;74.05
September;2019;ANGKUTAN WISATA;BW1;SEJARAH JAKARTA;64.036
September;2019;ANGKUTAN WISATA;BW2;JAKARTA MODERN;38.488
September;2019;ANGKUTAN WISATA;BW4;PENCAKAR LANGIT;21.248
September;2019;ANGKUTAN WISATA;BW3;KESENIAN DAN KULINER;10.349
September;2019;ANGKUTAN WISATA;BW5;WISATA KALIJODO;15.585
September;2019;ANGKUTAN WISATA;BW6;MAKAM MBAH PRIUK;3.285
September;2019;ANGKUTAN WISATA;BW7;JAKARTA BELANJA;8.108
September;2019;ANGKUTAN UMUM INTEGRASI RUSUN;2E;RUSUN RAWA BEBEK - PAKIN;17.293
September;2019;ANGKUTAN UMUM INTEGRASI RUSUN;2F;RUSUN CAKUNG BARAT (ALBO) - PULO GADUNG 1;25.038
September;2019;ANGKUTAN UMUM INTEGRASI RUSUN;2H;RUSUN JATI RAWASARI - SENEN;3.995
September;2019;ANGKUTAN UMUM INTEGRASI RUSUN;3A;RUSUN PESAKIH - KALIDERES;25.68
September;2019;ANGKUTAN UMUM INTEGRASI RUSUN;3B;RUSUN FLAMBOYAN - KALIDERES;7.642
September;2019;ANGKUTAN UMUM INTEGRASI RUSUN;3C;RUSUN KAPUK MUARA - PENJARINGAN;7.072
September;2019;ANGKUTAN UMUM INTEGRASI RUSUN;4E;RUSUN JATINEGARA KAUM - PULO GADUNG 2;2.537
September;2019;ANGKUTAN UMUM INTEGRASI RUSUN;9F;RUSUN TAMBORA - PLUIT;5.548
September;2019;ANGKUTAN UMUM INTEGRASI RUSUN;10A;RUSUN MARUNDA - TANJUNG PRIOK;47.016
September;2019;ANGKUTAN UMUM INTEGRASI RUSUN;10B;RUSUN CIPINANG BESAR SELATAN - PENAS KALIMALANG;10.225
September;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11B;RUSUN RAWA BEBEK - PENGGILINGAN;6.19
September;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11C;RUSUN PINUS ELOK - RUSUN PULO GEBANG;31.498
September;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11K;RUSUN KOMARUDIN - PENGGILINGAN;8.282
September;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11M;RUSUN RAWA BEBEK - BUKIT DURI;38.316
September;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11N;RUSUN CIPINANG MUARA - JATINEGARA;3.269
September;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11P;RUSUN PONDOK BAMBU - WALIKOTA JAKARTA TIMUR;3.279
September;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11R;RUSUN CAKUNG KM 2 - BUKIT DURI;7.014
September;2019;ANGKUTAN UMUM INTEGRASI RUSUN;12C;RUSUN WADUK PLUIT- PENJARINGAN;8.968
September;2019;ANGKUTAN UMUM INTEGRASI RUSUN;12D;RUSUN SUKAPURA - SUNTER (VIA KELAPA GADING);11.419
September;2019;ANGKUTAN UMUM INTEGRASI RUSUN;12F;RUSUN MARUNDA - RUSUN WADUK PLUIT;30.419
September;2019;ANGKUTAN UMUM INTEGRASI RUSUN;12H;RUSUN PENJARINGAN - PENJARINGAN;6.683
September;2019;LAMPIRAN LAYANAN GRATIS BRT;PNS;GRATIS PNS DKI DAN PENSIUNAN PNS;41.817
September;2019;LAMPIRAN LAYANAN GRATIS BRT;TKD;GRATIS TENAGA KONTRAK DKI;20.127
September;2019;LAMPIRAN LAYANAN GRATIS BRT;KJP;GRATIS PENERIMA KJP;38.021
September;2019;LAMPIRAN LAYANAN GRATIS BRT;KST;GRATIS KARYAWAN SWASTA TERTENTU;6.279
September;2019;LAMPIRAN LAYANAN GRATIS BRT;RSN;GRATIS PENGHUNI RUMAH SUSUN;20.316
September;2019;LAMPIRAN LAYANAN GRATIS BRT;PAS;GRATIS KTP KEPULAUAN SERIBU;384
September;2019;LAMPIRAN LAYANAN GRATIS BRT;PBS;GRATIS PENERIMA RASKIN;2.077
September;2019;LAMPIRAN LAYANAN GRATIS BRT;TNI;GRATIS TNI/POLRI;0
September;2019;LAMPIRAN LAYANAN GRATIS BRT;VET;GRATIS VETERAN;0
September;2019;LAMPIRAN LAYANAN GRATIS BRT;KPD;GRATIS PENYANDANG DISABILITAS;7.518
September;2019;LAMPIRAN LAYANAN GRATIS BRT;PLU;GRATIS LANSIA;401.358
September;2019;LAMPIRAN LAYANAN GRATIS BRT;MAR;GRATIS MARBOT;74
September;2019;LAMPIRAN LAYANAN GRATIS BRT;PAUD;GRATIS PAUD;6.227
September;2019;LAMPIRAN LAYANAN GRATIS BRT;JMT;GRATIS JUMANTIK;7.358
September;2019;LAMPIRAN RINCIAN GRATIS GATE NON BRT;B11;HALTE MM BARAT;944
September;2019;LAMPIRAN RINCIAN GRATIS GATE NON BRT;B12;HALTE SUMARECON BEKASI;503
September;2019;LAMPIRAN RINCIAN GRATIS GATE NON BRT;B21;HALTE BULAK KAPAL;743
September;2019;LAMPIRAN RINCIAN GRATIS GATE NON BRT;B22;HALTE BTC;347
September;2019;LAMPIRAN RINCIAN GRATIS GATE NON BRT;6C;HALTE TEBET;912
Oktober;2019;BRT;1;KORIDOR 1 (BLOK M - KOTA);2.491.625
Oktober;2019;BRT;2;KORIDOR 2 (PULOGADUNG 1 - HARMONI);901.232
Oktober;2019;BRT;3;KORIDOR 3 (KALIDERES - PASAR BARU);1.084.451
Oktober;2019;BRT;4;KORIDOR 4 (PULOGADUNG 2 - DUKUH ATAS 2);855.969
Oktober;2019;BRT;5;KORIDOR 5 (KAMPUNG MELAYU - ANCOL);1.087.309
Oktober;2019;BRT;6;KORIDOR 6 (RAGUNAN - DUKUH ATAS 2);1.063.009
Oktober;2019;BRT;7;KORIDOR 7 (KAMPUNG RAMBUTAN - KAMPUNG MELAYU);1.041.480
Oktober;2019;BRT;8;KORIDOR 8 (LEBAK BULUS - HARMONI);1.107.208
Oktober;2019;BRT;9;KORIDOR 9 (PINANG RANTI - PLUIT);1.505.715
Oktober;2019;BRT;10;KORIDOR 10 (PGC 2 - PLUIT);851.844
Oktober;2019;BRT;11;KORIDOR 11 (PULOGEBANG - KAMPUNG MELAYU);335.932
Oktober;2019;BRT;12;KORIDOR 12 (PENJARINGAN - TANJUNG PRIOK);264.535
Oktober;2019;BRT;13;KORIDOR 13 (CBD CILEDUG - BLOK M);783.995
Oktober;2019;ANGKUTAN UMUM INTEGRASI;1A;PIK - BALAIKOTA;115.482
Oktober;2019;ANGKUTAN UMUM INTEGRASI;1B;STASIUN PALMERAH - TOSARI;57.38
Oktober;2019;ANGKUTAN UMUM INTEGRASI;1F;STASIUN PALMERAH - BUNDARAN SENAYAN;32.468
Oktober;2019;ANGKUTAN UMUM INTEGRASI;1C;PESANGGRAHAN - BLOK M;60.265
Oktober;2019;ANGKUTAN UMUM INTEGRASI;1E;PONDOK LABU - BLOK M;176.328
Oktober;2019;ANGKUTAN UMUM INTEGRASI;1H;STASIUN TANAH ABANG - STASIUN GONDANGDIA;65.728
Oktober;2019;ANGKUTAN UMUM INTEGRASI;1M ;BLOK M - MERUYA;46.245
Oktober;2019;ANGKUTAN UMUM INTEGRASI;1N;TANAH ABANG - BLOK M;36.016
Oktober;2019;ANGKUTAN UMUM INTEGRASI;1P;SENEN - BUNDERAN SENAYAN;33.4
Oktober;2019;ANGKUTAN UMUM INTEGRASI;1Q;REMPOA - BLOK M;69.975
Oktober;2019;ANGKUTAN UMUM INTEGRASI;1R;STASIUN PASAR SENEN - STASIUN TANAH ABANG;46.481
Oktober;2019;ANGKUTAN UMUM INTEGRASI;2K;JGC - HARAPAN INDAH;2.591
Oktober;2019;ANGKUTAN UMUM INTEGRASI;3D;PENJARINGAN - RAWA BUAYA;38.584
Oktober;2019;ANGKUTAN UMUM INTEGRASI;3E;SENTRALAND CENGKARENG - PURI KEMBANGAN;49.745
Oktober;2019;ANGKUTAN UMUM INTEGRASI;4A;TU GAS - GROGOL 2;23.401
Oktober;2019;ANGKUTAN UMUM INTEGRASI;4B;STASIUN MANGGARAI - UI;215.939
Oktober;2019;ANGKUTAN UMUM INTEGRASI;4C;TU GAS - BUNDERAN SENAYAN;16.531
Oktober;2019;ANGKUTAN UMUM INTEGRASI;4F;PONDOK GEDE - PULOGADUNG 2;137.865
Oktober;2019;ANGKUTAN UMUM INTEGRASI;DA1;DUKUH ATAS - SAM RATULANGI;6.906
Oktober;2019;ANGKUTAN UMUM INTEGRASI;DA2;DUKUH ATAS - TANAH ABANG;8.244
Oktober;2019;ANGKUTAN UMUM INTEGRASI;DA3;DUKUH ATAS - KUNINGAN;7.848
Oktober;2019;ANGKUTAN UMUM INTEGRASI;DA4;DUKUH ATAS - KOTA;8.071
Oktober;2019;ANGKUTAN UMUM INTEGRASI;5A;KAMPUNG MELAYU - GROGOL 1;38.143
Oktober;2019;ANGKUTAN UMUM INTEGRASI;5B;STASIUN TEBET - BIDARA CINA;43.094
Oktober;2019;ANGKUTAN UMUM INTEGRASI;5F;KAMPUNG MELAYU - TANAH ABANG;56.973
Oktober;2019;ANGKUTAN UMUM INTEGRASI;6C;STASIUN TEBET - KARET VIA PATRA KUNINGAN;238.58
Oktober;2019;ANGKUTAN UMUM INTEGRASI;6H;LEBAK BULUS - STASIUN SENEN;110.438
Oktober;2019;ANGKUTAN UMUM INTEGRASI;6M;BLOK M - STASIUN MANGGARAI;83.176
Oktober;2019;ANGKUTAN UMUM INTEGRASI;6N;RAGUNAN - BLOK M VIA KEMANG;105.674
Oktober;2019;ANGKUTAN UMUM INTEGRASI;6Q;EPICENTRUM - CASABLANCA;13.357
Oktober;2019;ANGKUTAN UMUM INTEGRASI;7A;KAMPUNG RAMBUTAN - LEBAK BULUS;109.33
Oktober;2019;ANGKUTAN UMUM INTEGRASI;7B;KAMPUNG RAMBUTAN - BLOK M;109.248
Oktober;2019;ANGKUTAN UMUM INTEGRASI;7D;PANCORAN - TMII;77.985
Oktober;2019;ANGKUTAN UMUM INTEGRASI;7E;KAMPUNG RAMBUTAN - RAGUNAN;16.239
Oktober;2019;ANGKUTAN UMUM INTEGRASI;7N;GANDARIA - KAMPUNG RAMBUTAN;7.814
Oktober;2019;ANGKUTAN UMUM INTEGRASI;7P;PONDOK KELAPA - BKN;26.438
Oktober;2019;ANGKUTAN UMUM INTEGRASI;8C;KEBAYORAN LAMA - TANAH ABANG;75.36
Oktober;2019;ANGKUTAN UMUM INTEGRASI;8D;JOGLO - BLOK M;89.23
Oktober;2019;ANGKUTAN UMUM INTEGRASI;8E;BINTARO - BLOK M;58.612
Oktober;2019;ANGKUTAN UMUM INTEGRASI;8K;BATUSARI - TANAH ABANG;44.507
Oktober;2019;ANGKUTAN UMUM INTEGRASI;9D;PASAR MINGGU - TANAH ABANG;140.745
Oktober;2019;ANGKUTAN UMUM INTEGRASI;9E;KEBAYORAN LAMA - GROGOL 2;64.808
Oktober;2019;ANGKUTAN UMUM INTEGRASI;9H;CIPEDAK - BLOK M;64.11
Oktober;2019;ANGKUTAN UMUM INTEGRASI;11A;PULO GEBANG - RAWAMANGUN;16.053
Oktober;2019;ANGKUTAN UMUM INTEGRASI;11D;PULOGEBANG - PULOGADUNG 2 VIA PIK;83.859
Oktober;2019;ANGKUTAN UMUM INTEGRASI;11Q;KAMPUNG MELAYU - PULOGEBANG VIA BKT;67.955
Oktober;2019;ANGKUTAN UMUM INTEGRASI;11T;PULO GEBANG - STASIUN CAKUNG;693
Oktober;2019;ANGKUTAN UMUM INTEGRASI;11U;PULOGEBANG - STASIUN CAKUNG VIA CILINCING;9.398
Oktober;2019;ANGKUTAN UMUM INTEGRASI;12A;PELABUHAN KALIADEM - KOTA;13.934
Oktober;2019;ANGKUTAN UMUM INTEGRASI;12B;PLUIT - STASIUN SENEN;40.464
Oktober;2019;ANGKUTAN UMUM INTEGRASI;12E;HISTORY OF JAKARTA EXPLORER;8.152
Oktober;2019;ANGKUTAN UMUM INTEGRASI;12K;ASEMKA EXPLORER;9.111
Oktober;2019;ANGKUTAN UMUM INTEGRASI;MR1;CSW - PAKUBUWONO;3.07
Oktober;2019;ANGKUTAN UMUM INTEGRASI;MR2;CSW - KRAMAT PELA;10.423
Oktober;2019;ANGKUTAN UMUM INTEGRASI;MR3;CSW - WIJAYA;4.104
Oktober;2019;ANGKUTAN UMUM INTEGRASI;MR5;STASIUN MRT BLOK A - RADIO DALAM;6.859
Oktober;2019;ANGKUTAN UMUM INTEGRASI;MR8;CIPETE - ANTASARI;6.896
Oktober;2019;ANGKUTAN UMUM INTEGRASI;MR9;SOUTH QUARTER - LEBAK BULUS;8.244
Oktober;2019;ANGKUTAN UMUM INTEGRASI;10K;SENIN - TANJUNG PRIOK;2.866
Oktober;2019;ANGKUTAN UMUM INTEGRASI;10F;LRT PEGANGSAAN - KELAPA GADING;0
Oktober;2019;TRANSJABODETABEK;B11;SUMMARECON BEKASI - TOSARI;63.747
Oktober;2019;TRANSJABODETABEK;B12;SUMMARECON BEKASI - TANJUNG PRIOK;43.112
Oktober;2019;TRANSJABODETABEK;B21;BEKASI TIMUR - GROGOL 2;83.348
Oktober;2019;TRANSJABODETABEK;B22;BEKASI TIMUR - JUANDA;52.545
Oktober;2019;TRANSJABODETABEK;D11;DEPOK - BKN;110.139
Oktober;2019;TRANSJABODETABEK;D21;UI - LEBAK BULUS;138.423
Oktober;2019;TRANSJABODETABEK;S11;BSD - GROGOL 2;125.578
Oktober;2019;TRANSJABODETABEK;S21;CIPUTAT - TOSARI;157.416
Oktober;2019;TRANSJABODETABEK;S22;CIPUTAT - KAMPUNG RAMBUTAN;103.609
Oktober;2019;TRANSJABODETABEK;S41;PONDOK CABE - TANAH ABANG;62.682
Oktober;2019;TRANSJABODETABEK;T11;PORIS PLAWAD - BUNDARAN SENAYAN;225.668
Oktober;2019;TRANSJABODETABEK;T12;PORIS PLAWAD - JUANDA;85.867
Oktober;2019;TRANSJABODETABEK;7C;CIBUBUR - BKN;178.382
Oktober;2019;TRANSJABODETABEK;2B;HARAPAN INDAH - ASMI;104.683
Oktober;2019; ANGKUTAN EKSEKUTIF ROYAL TRANS ;B13;BEKASI BARAT - BLOK M;18.607
Oktober;2019; ANGKUTAN EKSEKUTIF ROYAL TRANS ;B14;BEKASI BARAT - KUNINGAN;16.116
Oktober;2019; ANGKUTAN EKSEKUTIF ROYAL TRANS ;B23;BEKASI TIMUR - TEBET;973
Oktober;2019; ANGKUTAN EKSEKUTIF ROYAL TRANS ;B24;BEKASI TIMUR - KALIDERES;3.338
Oktober;2019; ANGKUTAN EKSEKUTIF ROYAL TRANS ;1K;CIBUBUR JUNCTION - BLOK M;19.471
Oktober;2019; ANGKUTAN EKSEKUTIF ROYAL TRANS ;1T;CIBUBUR - KOTA;15.968
Oktober;2019; ANGKUTAN EKSEKUTIF ROYAL TRANS ;6P;CIBUBUR - KUNINGAN;18.347
Oktober;2019; ANGKUTAN EKSEKUTIF ROYAL TRANS ;1U;TAMAN MINI - BALAI KOTA;5.439
Oktober;2019; ANGKUTAN EKSEKUTIF ROYAL TRANS ;D31;CINERE - KUNINGAN;2.247
Oktober;2019; ANGKUTAN EKSEKUTIF ROYAL TRANS ;S31;BINTARO - BLOK M VIA JORR;15.289
Oktober;2019; ANGKUTAN EKSEKUTIF ROYAL TRANS ;S12;BSD - MRT FATMAWATI;19.892
Oktober;2019; ANGKUTAN EKSEKUTIF ROYAL TRANS ;B15;JATI BENING - BLOK M;5.027
Oktober;2019; ANGKUTAN EKSEKUTIF ROYAL TRANS ;B16;JATI BENING - KUNINGAN;1.466
Oktober;2019; ANGKUTAN UMUM LAINNYA ;GR1;BUNDARAN SENAYAN - HARMONI (BUS GRATIS);412.508
Oktober;2019; ANGKUTAN UMUM LAINNYA ;GR2;TANAH ABANG EXPLORER;213.685
Oktober;2019; ANGKUTAN UMUM LAINNYA ;TJC;TRANSJAKARTA CARES;4.687
Oktober;2019; ANGKUTAN UMUM LAINNYA ;G1;GRATIS GATE NON BRT;3.449
Oktober;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN APRESIASI LURAH/CAMAT DKI;6.326
Oktober;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN ACARA ISOCARP 55;1
Oktober;2019; ANGKUTAN UMUM LAINNYA ;;ACARA LENONG BETAWI;1.12
Oktober;2019; ANGKUTAN UMUM LAINNYA ;;ACARA ANAK YATIM;1.914
Oktober;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN RT/RW JUMANTIK;9.252
Oktober;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN IKADA;200
Oktober;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN PKK DKI;8.92
Oktober;2019; ANGKUTAN UMUM LAINNYA ;;ACARA PEKAN OLAHRAGA MAHASISWA (POMNAS);3.52
Oktober;2019; ANGKUTAN UMUM LAINNYA ;;ACARA JAKARTA URBAN KAMPUNG COMPEREN (JUKC);200
Oktober;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN HUT TNI;0
Oktober;2019; ANGKUTAN UMUM LAINNYA ;;RM FESTIVAL BAKAR BATU;0
Oktober;2019; ANGKUTAN UMUM LAINNYA ;;MILAD BANK JABAR;0
Oktober;2019; ANGKUTAN UMUM LAINNYA ;;KONGRES VIII LMND;0
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-1;TANJUNG PRIOK - PLUMPANG;94.884
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-2;KAMPUNG MELAYU - DUREN SAWIT;78.887
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-3;LEBAK BULUS - PONDOK LABU;74.315
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-4;GROGOL - JEMBATAN DUA;69.606
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-5;SEMPER - ROROTAN;111.26
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-6;KAMPUNG RAMBUTAN - PONDOK GEDE;116.468
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-7;TANAH ABANG - TAWAKAL;80.757
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-8;ROXY - BENDUNGAN HILIR;17.147
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-9;ROXY KARET;0
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-10;TANAH ABANG-KOTA;51.101
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-11;TANAH ABANG-KEBAYORAN LAMA;64.979
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-12;TANAH ABANG- KAMPUNG BARU KEBAYORAN;48.199
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-13;TANAH ABANG - KOTA INTAN ;0
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-14;TANAH ABANG-MERUYA;127.424
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-15;TANJUNG PRIOK - BULAK TURI;175.585
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-16;PGC - CONDET;147.19
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-17;PULOGADUNG - SENEN;55.867
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-18;STASIUN KALIBATA - KUNINGAN;40.948
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-19;PINANG RANTI - SETU;235.625
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-20;LUBANG BUAYA - CAWANG UKI;143.263
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-21;DWIKORA - CILILITAN;152.556
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-22;PENAS KALIMALANG - DWIKORA;72.467
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-24;SENEN - PULOGADUNG VIA KELAPA GADING;89.301
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-25;PASAR REBO - KALISARI;90.685
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-26;RAWAMANGUN - DUREN SAWIT;84.539
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-27;PULOGEBANG - ROROTAN;81.208
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-28;PASAR REBO - TAMAN WILADATIKA;117.709
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-29;TANJUNG PRIOK - KELAPA GADING;160.182
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-30;MERUYA - CITRALAND;240.146
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-31;PONDOK LABU - BLOK M;143.159
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-32;PETUKANGAN - LEBAK BULUS;166.305
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-33;PULO GADUNG - KOTA;60.805
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-34;RAWAMANGUN - KLENDER;86.5
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-36;CILANGKAP - CILILITAN;109.654
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-37;CILILITAN - CONDET VIA KAYU MANIS;149.179
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-38;BULAK RINGIN - KAMPUNG RAMBUTAN;110.509
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-39;DUREN SAWIT - KALIMALANG;81.094
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-40;PULOGEBANG - TAMAN HARAPAN BARU;58.206
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-42;PONDOK KELAPA - KAMPUNG MELAYU;0
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-44;ANDARA - LENTENG AGUNG;89.52
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-45;LEBAK BULUS - RAGUNAN;119.089
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-47;PASAR MINGGU - CIGANJUR;75.798
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-50;KALIDERES - PURI KEMBANGAN;101.168
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-51;TAMAN KOTA - BUDI LUHUR;209.954
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-56;GROGOL - SRENGSENG;48.756
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-58;CILINCING - ROROTAN;114.797
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-59;RAWASENGON - RAWAMANGUN;127.911
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-60;KELAPA GADING - RUSUN KEMAYORAN;76.369
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-61;PULOGADUNG - CEMPAKA PUTIH;60.777
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-64;LENTENG AGUNG - ASELI;7.784
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-72;KAMPUNG RAMBUTAN - PASAR REBO VIA PONCOL;152.794
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-75;CILILITAN - KAMPUNG PULO;30.653
Oktober;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-77;TANJUNG PRIOK - JEMBATAN HITAM;74.05
Oktober;2019;ANGKUTAN WISATA;BW1;SEJARAH JAKARTA;64.036
Oktober;2019;ANGKUTAN WISATA;BW2;JAKARTA MODERN;38.488
Oktober;2019;ANGKUTAN WISATA;BW4;PENCAKAR LANGIT;21.248
Oktober;2019;ANGKUTAN WISATA;BW3;KESENIAN DAN KULINER;10.349
Oktober;2019;ANGKUTAN WISATA;BW5;WISATA KALIJODO;15.585
Oktober;2019;ANGKUTAN WISATA;BW6;MAKAM MBAH PRIUK;3.285
Oktober;2019;ANGKUTAN WISATA;BW7;JAKARTA BELANJA;8.108
Oktober;2019;ANGKUTAN UMUM INTEGRASI RUSUN;2E;RUSUN RAWA BEBEK - PAKIN;17.293
Oktober;2019;ANGKUTAN UMUM INTEGRASI RUSUN;2F;RUSUN CAKUNG BARAT (ALBO) - PULO GADUNG 1;25.038
Oktober;2019;ANGKUTAN UMUM INTEGRASI RUSUN;2H;RUSUN JATI RAWASARI - SENEN;3.995
Oktober;2019;ANGKUTAN UMUM INTEGRASI RUSUN;3A;RUSUN PESAKIH - KALIDERES;25.68
Oktober;2019;ANGKUTAN UMUM INTEGRASI RUSUN;3B;RUSUN FLAMBOYAN - KALIDERES;7.642
Oktober;2019;ANGKUTAN UMUM INTEGRASI RUSUN;3C;RUSUN KAPUK MUARA - PENJARINGAN;7.072
Oktober;2019;ANGKUTAN UMUM INTEGRASI RUSUN;4E;RUSUN JATINEGARA KAUM - PULO GADUNG 2;2.537
Oktober;2019;ANGKUTAN UMUM INTEGRASI RUSUN;9F;RUSUN TAMBORA - PLUIT;5.548
Oktober;2019;ANGKUTAN UMUM INTEGRASI RUSUN;10A;RUSUN MARUNDA - TANJUNG PRIOK;47.016
Oktober;2019;ANGKUTAN UMUM INTEGRASI RUSUN;10B;RUSUN CIPINANG BESAR SELATAN - PENAS KALIMALANG;10.225
Oktober;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11B;RUSUN RAWA BEBEK - PENGGILINGAN;6.19
Oktober;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11C;RUSUN PINUS ELOK - RUSUN PULO GEBANG;31.498
Oktober;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11K;RUSUN KOMARUDIN - PENGGILINGAN;8.282
